Deal PermID,Package Identifier,Master Deal Type Code,All New Issues Manager Roles Code,Manager's Role Code,Dates: Issue Date,Issuer/Borrower Name Full,Issuer/Borrower PermID,Issue Type,Transaction Status,Issuer/Borrower Nation,New Issues Current Filing Date,Offer Price (Uniform),Proceeds Amount Incl Overallotment Sold All Markets,Proceeds Amount This Market,Issuer/Borrower Stock Exchange Name,Security Type All Markets,Offering Technique,New Issues Fees: Gross Spread as Pct of Principal Amount This Market,Domicile Nation Sub Region,Domicile Nation Region,Issuer/Borrower TRBC Business Sector,Issuer/Borrower TRBC Economic Sector,Lead Left Bookrunner,Managers Tier 1 & Tier 2 ,ECM Flag,Primary Use Of Proceeds,Issuer/Borrower Nation Region,Master Deal Type,All New Issues Manager Roles,Manager's Role,is_authentic
154085388229,3823726,ASPD,JB|JB,JB|JB,5/17/2019,Bts Group Holdings PCL,4295892710.0,Emerging Market Corporate|Investment Grade Corporate,Live,Thailand,,100.0,408.2914573,40.82914573,Thailand,Medium Term Notes,Issued off MTN programme,na,Southeast Asia,Asia Pacific Excluding Central Asia,Transportation,Industrials,,Siam Commercial Bank PLC|Bangkok Bank PCL,False,Green Bond Purposes,Asia Pacific Excluding Central Asia,Asia Pacific Non Cvt Debt,Joint Book Runner|Joint Book Runner,Joint Book Runner|Joint Book Runner,1
154085388231,3823726,ASPD,JB|JB,JB|JB,5/17/2019,Bts Group Holdings PCL,4295892710.0,Investment Grade Corporate|Emerging Market Corporate,Live,Thailand,,100.0,408.2914573,94.22110553,Thailand,Medium Term Notes,Issued off MTN programme,na,Southeast Asia,Asia Pacific Excluding Central Asia,Transportation,Industrials,,Siam Commercial Bank PLC|Bangkok Bank PCL,False,Green Bond Purposes,Asia Pacific Excluding Central Asia,Asia Pacific Non Cvt Debt,Joint Book Runner|Joint Book Runner,Joint Book Runner|Joint Book Runner,1
154085388232,3823726,ASPD,JB|JB,JB|JB,5/17/2019,Bts Group Holdings PCL,4295892710.0,Emerging Market Corporate|Investment Grade Corporate,Live,Thailand,,100.0,408.2914573,84.79899497,Thailand,Medium Term Notes,Issued off MTN programme,na,Southeast Asia,Asia Pacific Excluding Central Asia,Transportation,Industrials,,Siam Commercial Bank PLC|Bangkok Bank PCL,False,Green Bond Purposes,Asia Pacific Excluding Central Asia,Asia Pacific Non Cvt Debt,Joint Book Runner|Joint Book Runner,Joint Book Runner|Joint Book Runner,1
154085388233,3823726,ASPD,JB|JB,JB|JB,5/17/2019,Bts Group Holdings PCL,4295892710.0,Investment Grade Corporate|Emerging Market Corporate,Live,Thailand,,100.0,408.2914573,157.0351759,Thailand,Medium Term Notes,Issued off MTN programme,na,Southeast Asia,Asia Pacific Excluding Central Asia,Transportation,Industrials,,Siam Commercial Bank PLC|Bangkok Bank PCL,False,Green Bond Purposes,Asia Pacific Excluding Central Asia,Asia Pacific Non Cvt Debt,Joint Book Runner|Joint Book Runner,Joint Book Runner|Joint Book Runner,1
154085388234,3823726,ASPD,JB|JB,JB|JB,5/17/2019,Bts Group Holdings PCL,4295892710.0,Emerging Market Corporate|Investment Grade Corporate,Live,Thailand,,100.0,408.2914573,31.40703518,Thailand,Medium Term Notes,Issued off MTN programme,na,Southeast Asia,Asia Pacific Excluding Central Asia,Transportation,Industrials,,Siam Commercial Bank PLC|Bangkok Bank PCL,False,Green Bond Purposes,Asia Pacific Excluding Central Asia,Asia Pacific Non Cvt Debt,Joint Book Runner|Joint Book Runner,Joint Book Runner|Joint Book Runner,1
154085412314,3839061,ASPD,JB|JB,JB|JB,6/20/2019,Pnb Merdeka Ventures Sdn Bhd,,Investment Grade Corporate|Emerging Market Corporate,Live,Malaysia,,100.0,107.3323685,16.88374337,,Islamic Financing,Issued off MTN programme,na,Southeast Asia,Asia Pacific Excluding Central Asia,Real Estate,Real Estate,,MIDF Amanah Investment Bank Bhd|RHB Investment Bank Bhd,False,Green Bond Purposes,Asia Pacific Excluding Central Asia,Asia Pacific Non Cvt Debt,Joint Book Runner|Joint Book Runner,Joint Book Runner|Joint Book Runner,0
154085412315,3839061,ASPD,JB|JB,JB|JB,6/20/2019,Pnb Merdeka Ventures Sdn Bhd,,Investment Grade Corporate|Emerging Market Corporate,Live,Malaysia,,100.0,107.3323685,21.70767004,,Islamic Financing,Issued off MTN programme,na,Southeast Asia,Asia Pacific Excluding Central Asia,Real Estate,Real Estate,,MIDF Amanah Investment Bank Bhd|RHB Investment Bank Bhd,False,Green Bond Purposes,Asia Pacific Excluding Central Asia,Asia Pacific Non Cvt Debt,Joint Book Runner|Joint Book Runner,Joint Book Runner|Joint Book Runner,0
154085412316,3839061,ASPD,JB|JB,JB|JB,6/20/2019,Pnb Merdeka Ventures Sdn Bhd,,Emerging Market Corporate|Investment Grade Corporate,Live,Malaysia,,100.0,107.3323685,53.06319344,,Islamic Financing,Issued off MTN programme,na,Southeast Asia,Asia Pacific Excluding Central Asia,Real Estate,Real Estate,,MIDF Amanah Investment Bank Bhd|RHB Investment Bank Bhd,False,Green Bond Purposes,Asia Pacific Excluding Central Asia,Asia Pacific Non Cvt Debt,Joint Book Runner|Joint Book Runner,Joint Book Runner|Joint Book Runner,0
154085412317,3839061,ASPD,JB|JB,JB|JB,6/20/2019,Pnb Merdeka Ventures Sdn Bhd,,Investment Grade Corporate|Emerging Market Corporate,Live,Malaysia,,100.0,107.3323685,15.6777617,,Islamic Financing,Issued off MTN programme,na,Southeast Asia,Asia Pacific Excluding Central Asia,Real Estate,Real Estate,,MIDF Amanah Investment Bank Bhd|RHB Investment Bank Bhd,False,Green Bond Purposes,Asia Pacific Excluding Central Asia,Asia Pacific Non Cvt Debt,Joint Book Runner|Joint Book Runner,Joint Book Runner|Joint Book Runner,0
154085456284,3866017,ASPD,JB|JB,JB|JB,7/29/2019,Telekosang Hydro One Sdn Bhd,5071085104.0,Emerging Market Corporate|Investment Grade Corporate,Live,Malaysia,,100.0,113.9946641,113.9946641,,Islamic Financing,,na,Southeast Asia,Asia Pacific Excluding Central Asia,Utilities,Utilities,,MIDF Amanah Investment Bank Bhd|Bank Islam Malaysia Bhd,False,Green Bond Purposes,Asia Pacific Excluding Central Asia,Asia Pacific Non Cvt Debt,Joint Book Runner|Joint Book Runner,Joint Book Runner|Joint Book Runner,0
154085466855,3872425,ED,JB|JB|JB,JB|JB|JB,8/29/2019,Bank of the Philippine Islands,5000066211.0,Emerging Market Corporate|Investment Grade Corporate,Live,Philippines,,100.04,101.4090218,101.4090218,Philippine,Zero Coupon Medium Term Notes,Issued off MTN programme,na,Southeast Asia,Asia Pacific Excluding Central Asia,Banking & Investment Services,Financials,,Credit Suisse|UBS Investment Bank|Bank of Philippine Islands,False,Green Bond Purposes,Asia Pacific Excluding Central Asia,Euro & Foreign Non Cvt Debt,Joint Book Runner|Joint Book Runner|Joint Book Runner,Joint Book Runner|Joint Book Runner|Joint Book Runner,0
154085468810,3873546,ED,JB|JB|JB|JB|JB|JB,JB|JB|JB|JB|JB|JB,9/3/2019,Bank of the Philippine Islands,5000066211.0,Investment Grade Corporate|Emerging Market Corporate,Live,Philippines,,99.641,298.923,298.923,Philippine,Medium Term Notes,Issued off MTN programme,na,Southeast Asia,Asia Pacific Excluding Central Asia,Banking & Investment Services,Financials,,BPI Capital|Bank of America Merrill Lynch|Citigroup|Credit Suisse|Mizuho Securities Co Ltd|UBS Investment Bank,False,Green Bond Purposes,Asia Pacific Excluding Central Asia,Euro & Foreign Non Cvt Debt,Joint Book Runner|Joint Book Runner|Joint Book Runner|Joint Book Runner|Joint Book Runner|Joint Book Runner,Joint Book Runner|Joint Book Runner|Joint Book Runner|Joint Book Runner|Joint Book Runner|Joint Book Runner,0
154085473587,3876939,ED,JB|JB|JB,JB|JB|JB,9/10/2019,Asian Development Bank,8589934162.0,"Agency, Supranational, Sovereign",Live,Philippines,,99.568,102.4404296,102.4404296,,Fixed Or Straight Bond,,na,Southeast Asia,Asia Pacific Excluding Central Asia,Banking & Investment Services,Financials,,Deutsche Bank|Mizuho Securities Co Ltd|RBC Capital Markets,False,Green Bond Purposes,Asia Pacific Excluding Central Asia,Euro & Foreign Non Cvt Debt,Joint Book Runner|Joint Book Runner|Joint Book Runner,Joint Book Runner|Joint Book Runner|Joint Book Runner,0
154085479132,3880932,ED,BM,BM,9/3/2019,Asian Development Bank,8589934162.0,"Agency, Supranational, Sovereign",Live,Philippines,,100.0,14.66126112,14.66126112,,Medium Term Notes,Issued off MTN programme,na,Southeast Asia,Asia Pacific Excluding Central Asia,Banking & Investment Services,Financials,,BNP Paribas SA,False,Green Bond Purposes,Asia Pacific Excluding Central Asia,Euro & Foreign Non Cvt Debt,BookRunner,BookRunner,0
154085491193,3888970,ASPD,JB|JB,JB|JB,9/25/2019,Energy Absolute PCL,4298077124.0,Investment Grade Corporate|Emerging Market Corporate,Live,Thailand,,100.0,98.03921569,98.03921569,TH MAI,Senior Bonds,,na,Southeast Asia,Asia Pacific Excluding Central Asia,Chemicals,Basic Materials,,Kasikornbank PCL|Phatra Securities Co Ltd,False,Green Bond Purposes,Asia Pacific Excluding Central Asia,Asia Pacific Non Cvt Debt,Joint Book Runner|Joint Book Runner,Joint Book Runner|Joint Book Runner,1
154085504147,3896346,D,JB|JB|JB,JB|JB|JB,10/10/2019,Asian Development Bank,8589934162.0,"Agency, Supranational, Sovereign",Live,Philippines,,99.38,309.0712313,309.0712313,,Global Medium Term Notes,Issued off MTN programme,na,Southeast Asia,Asia Pacific Excluding Central Asia,Banking & Investment Services,Financials,,Citigroup Global Markets Inc|NatWest Markets|RBC Capital Markets,False,Green Bond Purposes,Asia Pacific Excluding Central Asia,US Non Cvt Debt,Joint Book Runner|Joint Book Runner|Joint Book Runner,Joint Book Runner|Joint Book Runner|Joint Book Runner,0
154085510129,3898203,D,JB|JB|JB,JB|JB|JB,10/17/2019,Asian Development Bank,8589934162.0,"Agency, Supranational, Sovereign",Live,Philippines,,101.319,845.1513702,845.1513702,,Global Medium Term Notes,Issued off MTN programme,na,Southeast Asia,Asia Pacific Excluding Central Asia,Banking & Investment Services,Financials,,BNP Paribas SA|Credit Agricole Corporate & Investment Bank|Goldman Sachs International,False,Green Bond Purposes,Asia Pacific Excluding Central Asia,US Non Cvt Debt,Joint Book Runner|Joint Book Runner|Joint Book Runner,Joint Book Runner|Joint Book Runner|Joint Book Runner,0
154085539477,3918147,AND,JB|JB|JB|JB|JB,JB|JB|JB|JB|JB,11/26/2019,Oversea-Chinese Banking Corporation Ltd-Sydney Branch,,Investment Grade Corporate,Live,Australia,,100.0,339.3488574,339.3488574,,Senior Unsecured Notes,,na,Southeast Asia,Asia Pacific Excluding Central Asia,Banking & Investment Services,Financials,,Australia & New Zealand Banking Group Ltd|BNP Paribas SA|Commonwealth Bank of Australia|Oversea-Chinese Banking Corp Ltd|Westpac Banking Corp,False,Green Bond Purposes,Asia Pacific Excluding Central Asia,Australian/New Zealand Non Cvt Debt,Joint Book Runner|Joint Book Runner|Joint Book Runner|Joint Book Runner|Joint Book Runner,Joint Book Runner|Joint Book Runner|Joint Book Runner|Joint Book Runner|Joint Book Runner,0
154085553623,3927087,ED,BM,BM,12/2/2019,CCT MTN Pte Ltd,5000360264.0,Investment Grade Corporate,Live,Singapore,,100.0,91.75995596,91.75995596,,Guaranteed Medium Term Notes,Issued off MTN programme,na,Southeast Asia,Asia Pacific Excluding Central Asia,Banking & Investment Services,Financials,,HSBC Bank PLC,False,Green Bond Purposes,Asia Pacific Excluding Central Asia,Euro & Foreign Non Cvt Debt,BookRunner,BookRunner,0
154085568250,3936533,ASPD,JB|JB,JB|JB,12/24/2019,Pnb Merdeka Ventures Sdn Bhd,,Emerging Market Corporate|Investment Grade Corporate,Live,Malaysia,,100.0,105.1995163,24.18379686,,Islamic Financing,Issued off MTN programme,na,Southeast Asia,Asia Pacific Excluding Central Asia,Real Estate,Real Estate,,MIDF Amanah Investment Bank Bhd|RHB Investment Bank Bhd,False,Green Bond Purposes,Asia Pacific Excluding Central Asia,Asia Pacific Non Cvt Debt,Joint Book Runner|Joint Book Runner,Joint Book Runner|Joint Book Runner,0
154085568252,3936533,ASPD,JB|JB,JB|JB,12/24/2019,Pnb Merdeka Ventures Sdn Bhd,,Emerging Market Corporate|Investment Grade Corporate,Live,Malaysia,,100.0,105.1995163,25.3929867,,Islamic Financing,Issued off MTN programme,na,Southeast Asia,Asia Pacific Excluding Central Asia,Real Estate,Real Estate,,MIDF Amanah Investment Bank Bhd|RHB Investment Bank Bhd,False,Green Bond Purposes,Asia Pacific Excluding Central Asia,Asia Pacific Non Cvt Debt,Joint Book Runner|Joint Book Runner,Joint Book Runner|Joint Book Runner,0
154085568254,3936533,ASPD,JB|JB,JB|JB,12/24/2019,Pnb Merdeka Ventures Sdn Bhd,,Emerging Market Corporate|Investment Grade Corporate,Live,Malaysia,,100.0,105.1995163,29.02055623,,Islamic Financing,Issued off MTN programme,na,Southeast Asia,Asia Pacific Excluding Central Asia,Real Estate,Real Estate,,MIDF Amanah Investment Bank Bhd|RHB Investment Bank Bhd,False,Green Bond Purposes,Asia Pacific Excluding Central Asia,Asia Pacific Non Cvt Debt,Joint Book Runner|Joint Book Runner,Joint Book Runner|Joint Book Runner,0
154085568255,3936533,ASPD,JB|JB,JB|JB,12/24/2019,Pnb Merdeka Ventures Sdn Bhd,,Investment Grade Corporate|Emerging Market Corporate,Live,Malaysia,,100.0,105.1995163,26.60217654,,Islamic Financing,Issued off MTN programme,na,Southeast Asia,Asia Pacific Excluding Central Asia,Real Estate,Real Estate,,MIDF Amanah Investment Bank Bhd|RHB Investment Bank Bhd,False,Green Bond Purposes,Asia Pacific Excluding Central Asia,Asia Pacific Non Cvt Debt,Joint Book Runner|Joint Book Runner,Joint Book Runner|Joint Book Runner,0
154085585480,3947556,ED,BM,BM,1/17/2020,Asian Development Bank,8589934162.0,"Agency, Supranational, Sovereign",Live,Philippines,,100.0,38.62097376,38.62097376,,Medium Term Notes,Issued off MTN programme,na,Southeast Asia,Asia Pacific Excluding Central Asia,Banking & Investment Services,Financials,,BNP Paribas SA,False,Green Bond Purposes,Asia Pacific Excluding Central Asia,Euro & Foreign Non Cvt Debt,BookRunner,BookRunner,0
154085586869,3948537,ED,JB|JB,JB|JB,1/22/2020,Asian Development Bank,8589934162.0,"Agency, Supranational, Sovereign",Live,Philippines,,99.651,47.74092654,47.74092654,,Fixed Or Straight Bond,,na,Southeast Asia,Asia Pacific Excluding Central Asia,Banking & Investment Services,Financials,,Mizuho Securities Co Ltd|TD Securities Inc,False,Green Bond Purposes,Asia Pacific Excluding Central Asia,Euro & Foreign Non Cvt Debt,Joint Book Runner|Joint Book Runner,Joint Book Runner|Joint Book Runner,0
154085590737,3951212,ASPD,JB|JB|CL,JB|JB|CL,1/28/2020,Arthaland Corp,4295886316.0,Investment Grade Corporate|Emerging Market Corporate,Live,Philippines,,100.0,59.15992901,59.15992901,Philippine,Fixed Or Straight Bond,,na,Southeast Asia,Asia Pacific Excluding Central Asia,Industrial & Commercial Services,Industrials,,BDO Capital Investment Corp|ING Bank Manila|PNB Capital & Investment Corp,False,Green Bond Purposes,Asia Pacific Excluding Central Asia,Asia Pacific Non Cvt Debt,Joint Book Runner|Joint Book Runner|Co Lead Manager,Joint Book Runner|Joint Book Runner|Co Lead Manager,0
154085597535,3955721,ED,BM,BM,2/3/2020,Asian Development Bank,8589934162.0,"Agency, Supranational, Sovereign",Live,Philippines,,99.52,51.57599063,51.57599063,,Medium Term Notes,Issued off MTN programme,na,Southeast Asia,Asia Pacific Excluding Central Asia,Banking & Investment Services,Financials,,Skandinaviska Enskilda Banken AB,False,Green Bond Purposes,Asia Pacific Excluding Central Asia,Euro & Foreign Non Cvt Debt,BookRunner,BookRunner,0
154085603712,3959800,ED,BM,BM,2/13/2020,Asian Development Bank,8589934162.0,"Agency, Supranational, Sovereign",Live,Philippines,,100.0,51.70363477,51.70363477,,Medium Term Notes,Issued off MTN programme|Issued off EMTN programme,na,Southeast Asia,Asia Pacific Excluding Central Asia,Banking & Investment Services,Financials,,Nordea Bank Sverige AB,False,Green Bond Purposes,Asia Pacific Excluding Central Asia,Euro & Foreign Non Cvt Debt,BookRunner,BookRunner,0
154085608022,3963075,ED,JB|JB|JB|JB|JB|JB|JB|JB|GL|GL|GL|GL,JB|JB|JB|JB|JB|JB|JB|JB,2/19/2020,Vena Energy Capital Pte Ltd,,Investment Grade Corporate,Live,Singapore,,100.0,325.0,325.0,,Guaranteed Senior Unsecured Notes,,na,Southeast Asia,Asia Pacific Excluding Central Asia,Banking & Investment Services,Financials,,Credit Agricole Corporate & Investment Bank|DBS Bank Ltd|ING|MUFG Bank Ltd|ABN AMRO Bank|IMI - Intesa Sanpaolo|BNP Paribas SA|SMBC Nikko Securities Inc,False,Green Bond Purposes,Asia Pacific Excluding Central Asia,Euro & Foreign Non Cvt Debt,Joint Book Runner|Joint Book Runner|Joint Book Runner|Joint Book Runner|Joint Book Runner|Joint Book Runner|Joint Book Runner|Joint Book Runner|Global Coordinator|Global Coordinator|Global Coordinator|Global Coordinator,Joint Book Runner|Joint Book Runner|Joint Book Runner|Joint Book Runner|Joint Book Runner|Joint Book Runner|Joint Book Runner|Joint Book Runner,0
154085617548,3969231,ED,BM,BM,1/28/2020,Asian Development Bank,8589934162.0,"Agency, Supranational, Sovereign",Live,Philippines,,100.0,44.08004937,44.08004937,,Zero Coupon Medium Term Notes,Issued off MTN programme,na,Southeast Asia,Asia Pacific Excluding Central Asia,Banking & Investment Services,Financials,,JP Morgan Securities Plc,False,Green Bond Purposes,Asia Pacific Excluding Central Asia,Euro & Foreign Non Cvt Debt,BookRunner,BookRunner,0
154085628402,3976954,ED,BM,BM,3/12/2020,Asian Development Bank,8589934162.0,"Agency, Supranational, Sovereign",Live,Philippines,,100.0,27.23130269,27.23130269,,Medium Term Notes,Issued off MTN programme,na,Southeast Asia,Asia Pacific Excluding Central Asia,Banking & Investment Services,Financials,,NatWest Markets,False,Green Bond Purposes,Asia Pacific Excluding Central Asia,Euro & Foreign Non Cvt Debt,BookRunner,BookRunner,0
154085689802,4010497,ED,BM,BM,5/6/2020,Asian Development Bank,8589934162.0,"Agency, Supranational, Sovereign",Live,Philippines,,100.0,14.83449859,14.83449859,,Medium Term Notes,Issued off MTN programme,na,Southeast Asia,Asia Pacific Excluding Central Asia,Banking & Investment Services,Financials,,BNP Paribas SA,False,Green Bond Purposes,Asia Pacific Excluding Central Asia,Euro & Foreign Non Cvt Debt,BookRunner,BookRunner,0
154085746849,4015806,ASPD,BM,BM,5/27/2020,National University of Singapore,,Investment Grade Corporate,Live,Singapore,,100.0,211.2676056,211.2676056,,Medium Term Notes,Issued off MTN programme,na,Southeast Asia,Asia Pacific Excluding Central Asia,Academic & Educational Services,Academic & Educational Services,,DBS Bank Ltd,False,Green Bond Purposes,Asia Pacific Excluding Central Asia,Asia Pacific Non Cvt Debt,BookRunner,BookRunner,0
154085766624,4029146,R144D,JP|JP|JP|JP|JP|CP|CP,JP|JP|JP|JP|JP|CP|CP,6/16/2020,Perusahaan Penerbit SBSN Indonesia III,5037948421.0,Emerging Market Corporate,Live,Indonesia,,100.0,2500.0,750.0,,Islamic Financing,,na,Southeast Asia,Asia Pacific Excluding Central Asia,Banking & Investment Services,Financials,,BNP Paribas SA|Dubai Islamic Bank PJSC|HSBC Holdings PLC|Maybank|Standard Chartered PLC|Danareksa Sekuritas|Trimegah Securities Tbk PT,False,Green Bond Purposes,Asia Pacific Excluding Central Asia,US Rule 144A Non Cvt Debt,Joint Lead Placement Agent|Joint Lead Placement Agent|Joint Lead Placement Agent|Joint Lead Placement Agent|Joint Lead Placement Agent|Co Placement Agent|Co Placement Agent,Joint Lead Placement Agent|Joint Lead Placement Agent|Joint Lead Placement Agent|Joint Lead Placement Agent|Joint Lead Placement Agent|Co Placement Agent|Co Placement Agent,0
154085766631,4029146,R144D,JP|JP|JP|JP|JP|CP|CP,JP|JP|JP|JP|JP|CP|CP,6/16/2020,Perusahaan Penerbit SBSN Indonesia III,5037948421.0,Emerging Market Corporate,Live,Indonesia,,100.0,2500.0,750.0,,Islamic Financing,,na,Southeast Asia,Asia Pacific Excluding Central Asia,Banking & Investment Services,Financials,,BNP Paribas SA|Dubai Islamic Bank PJSC|HSBC Holdings PLC|Maybank|Standard Chartered PLC|Danareksa Sekuritas|Trimegah Securities Tbk PT,False,Green Bond Purposes,Asia Pacific Excluding Central Asia,US Rule 144A Non Cvt Debt,Joint Lead Placement Agent|Joint Lead Placement Agent|Joint Lead Placement Agent|Joint Lead Placement Agent|Joint Lead Placement Agent|Co Placement Agent|Co Placement Agent,Joint Lead Placement Agent|Joint Lead Placement Agent|Joint Lead Placement Agent|Joint Lead Placement Agent|Joint Lead Placement Agent|Co Placement Agent|Co Placement Agent,0
154085766633,4029146,R144D,JP|JP|JP|JP|JP|CP|CP,JP|JP|JP|JP|JP|CP|CP,6/16/2020,Perusahaan Penerbit SBSN Indonesia III,5037948421.0,Emerging Market Corporate,Live,Indonesia,,100.0,2500.0,1000.0,,Islamic Financing,,na,Southeast Asia,Asia Pacific Excluding Central Asia,Banking & Investment Services,Financials,,BNP Paribas SA|Dubai Islamic Bank PJSC|HSBC Holdings PLC|Maybank|Standard Chartered PLC|Danareksa Sekuritas|Trimegah Securities Tbk PT,False,Green Bond Purposes,Asia Pacific Excluding Central Asia,US Rule 144A Non Cvt Debt,Joint Lead Placement Agent|Joint Lead Placement Agent|Joint Lead Placement Agent|Joint Lead Placement Agent|Joint Lead Placement Agent|Co Placement Agent|Co Placement Agent,Joint Lead Placement Agent|Joint Lead Placement Agent|Joint Lead Placement Agent|Joint Lead Placement Agent|Joint Lead Placement Agent|Co Placement Agent|Co Placement Agent,0
154085816238,4073370,ASPD,JB|JB|JB|JB,JB|JB|JB|JB,6/29/2020,PTT PCL,4295893306.0,Investment Grade Corporate|Emerging Market Corporate,Live,Thailand,,100.0,485.7512953,420.984456,Thailand|OTC,Senior Medium Term Notes,Issued off MTN programme,na,Southeast Asia,Asia Pacific Excluding Central Asia,Energy - Fossil Fuels,Energy,,Bank of Ayudhya Plc|Kasikornbank PCL|Krung Thai Bank|Siam Commercial Bank PLC,False,Green Bond Purposes,Asia Pacific Excluding Central Asia,Asia Pacific Non Cvt Debt,Joint Book Runner|Joint Book Runner|Joint Book Runner|Joint Book Runner,Joint Book Runner|Joint Book Runner|Joint Book Runner|Joint Book Runner,1
154085816241,4073370,ASPD,JB|JB|JB|JB,JB|JB|JB|JB,6/29/2020,PTT PCL,4295893306.0,Emerging Market Corporate|Investment Grade Corporate,Live,Thailand,,100.0,485.7512953,64.76683938,Thailand|OTC,Senior Medium Term Notes,Issued off MTN programme,na,Southeast Asia,Asia Pacific Excluding Central Asia,Energy - Fossil Fuels,Energy,,Bank of Ayudhya Plc|Kasikornbank PCL|Krung Thai Bank|Siam Commercial Bank PLC,False,Green Bond Purposes,Asia Pacific Excluding Central Asia,Asia Pacific Non Cvt Debt,Joint Book Runner|Joint Book Runner|Joint Book Runner|Joint Book Runner,Joint Book Runner|Joint Book Runner|Joint Book Runner|Joint Book Runner,1
154086821595,4076205,ED,BM,BM,6/24/2020,Asian Development Bank,8589934162.0,"Agency, Supranational, Sovereign",Live,Philippines,,100.0,12.90289283,12.90289283,,Medium Term Notes,Issued off MTN programme,na,Southeast Asia,Asia Pacific Excluding Central Asia,Banking & Investment Services,Financials,,Merrill Lynch International Ltd,False,Green Bond Purposes,Asia Pacific Excluding Central Asia,Euro & Foreign Non Cvt Debt,BookRunner,BookRunner,0
154086827128,4079041,ED,BM,BM,7/7/2020,Asian Development Bank,8589934162.0,"Agency, Supranational, Sovereign",Live,Philippines,,100.0,50.0,50.0,,Senior Medium Term Notes,Issued off MTN programme,na,Southeast Asia,Asia Pacific Excluding Central Asia,Banking & Investment Services,Financials,,Credit Agricole Corporate & Investment Bank,False,Green Bond Purposes,Asia Pacific Excluding Central Asia,Euro & Foreign Non Cvt Debt,BookRunner,BookRunner,0
154086872939,4098641,ASPD,BM,BM,8/17/2020,Ascendas Real Estate Investment Trust,4295887444.0,Investment Grade Corporate,Live,Singapore,,100.0,73.12079555,73.12079555,Singapore,Senior Medium Term Notes,Issued off EMTN programme|Issued off MTN programme,na,Southeast Asia,Asia Pacific Excluding Central Asia,Real Estate,Real Estate,,Oversea-Chinese Banking Corp Ltd,False,Green Bond Purposes,Asia Pacific Excluding Central Asia,Asia Pacific Non Cvt Debt,BookRunner,BookRunner,0
154086883546,4105373,ED,BM,BM,8/17/2020,Asian Development Bank,8589934162.0,"Agency, Supranational, Sovereign",Live,Philippines,,100.0,25.80511974,25.80511974,,Senior Medium Term Notes,Issued off MTN programme,na,Southeast Asia,Asia Pacific Excluding Central Asia,Banking & Investment Services,Financials,,Barclays Bank,False,Green Bond Purposes,Asia Pacific Excluding Central Asia,Euro & Foreign Non Cvt Debt,BookRunner,BookRunner,0
154086897447,4114692,ASPD,BM,BM,9/10/2020,Ascendas Real Estate Investment Trust,4295887444.0,Investment Grade Corporate,Live,Singapore,,100.0,219.0100745,219.0100745,Singapore,Medium Term Subordinated Notes,Issued off MTN programme,0.25000,Southeast Asia,Asia Pacific Excluding Central Asia,Real Estate,Real Estate,,Oversea-Chinese Banking Corp Ltd,False,Green Bond Purposes,Asia Pacific Excluding Central Asia,Asia Pacific Non Cvt Debt,BookRunner,BookRunner,0
154086920477,4129438,ED,BM,BM,8/21/2020,Asian Development Bank,8589934162.0,"Agency, Supranational, Sovereign",Live,Philippines,,100.0,14.83890115,14.83890115,,Medium Term Notes,Issued off MTN programme,na,Southeast Asia,Asia Pacific Excluding Central Asia,Banking & Investment Services,Financials,,Merrill Lynch International Ltd,False,Green Bond Purposes,Asia Pacific Excluding Central Asia,Euro & Foreign Non Cvt Debt,BookRunner,BookRunner,0
154086938759,4141256,ED,BM,BM,9/4/2020,Asian Development Bank,8589934162.0,"Agency, Supranational, Sovereign",Live,Philippines,,100.0,14.8381353,14.8381353,,Senior Medium Term Notes,Issued off MTN programme,na,Southeast Asia,Asia Pacific Excluding Central Asia,Banking & Investment Services,Financials,,BNP Paribas SA,False,Green Bond Purposes,Asia Pacific Excluding Central Asia,Euro & Foreign Non Cvt Debt,BookRunner,BookRunner,0
154086942997,4143981,ASPD,BM,BM,10/19/2020,Solar Management (Seremban) Sdn Bhd,5077934725.0,Investment Grade Corporate|Emerging Market Corporate,Live,Malaysia,,100.0,62.83228613,3.624939584,,Islamic Financing,,na,Southeast Asia,Asia Pacific Excluding Central Asia,Industrial & Commercial Services,Industrials,,OCBC Al-Amin Bank Bhd,False,Green Bond Purposes,Asia Pacific Excluding Central Asia,Asia Pacific Non Cvt Debt,BookRunner,BookRunner,0
154086943036,4143981,ASPD,BM,BM,10/19/2020,Solar Management (Seremban) Sdn Bhd,5077934725.0,Emerging Market Corporate|Investment Grade Corporate,Live,Malaysia,,100.0,62.83228613,3.624939584,,Islamic Financing,,na,Southeast Asia,Asia Pacific Excluding Central Asia,Industrial & Commercial Services,Industrials,,OCBC Al-Amin Bank Bhd,False,Green Bond Purposes,Asia Pacific Excluding Central Asia,Asia Pacific Non Cvt Debt,BookRunner,BookRunner,0
154086943037,4143981,ASPD,BM,BM,10/19/2020,Solar Management (Seremban) Sdn Bhd,5077934725.0,Emerging Market Corporate|Investment Grade Corporate,Live,Malaysia,,100.0,62.83228613,3.624939584,,Islamic Financing,,na,Southeast Asia,Asia Pacific Excluding Central Asia,Industrial & Commercial Services,Industrials,,OCBC Al-Amin Bank Bhd,False,Green Bond Purposes,Asia Pacific Excluding Central Asia,Asia Pacific Non Cvt Debt,BookRunner,BookRunner,0
